HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
19,60,1140,Male,Outer Regional Australia,76,2018,12,Single
1,60,105,Male,Major Cities of Australia,24,2018,12,Single
4,50,240,Male,Outer Regional Australia,20,2018,12,Single
12,50,751,Male,Major Cities of Australia,24,2018,12,Single
12,60,773,Female,Major Cities of Australia,89,2018,12,Single
10,50,600,Male,Major Cities of Australia,1,2018,12,Single
16,50,982,Female,Major Cities of Australia,55,2018,12,Single
21,40,1260,Female,Inner Regional Australia,69,2018,12,Single
13,50,780,Male,Outer Regional Australia,62,2018,12,Single
22,100,1350,Male,Inner Regional Australia,29,2018,12,Multiple
7,50,468,Female,Major Cities of Australia,44,2018,12,Multiple
19,100,1140,Male,Outer Regional Australia,15,2018,12,Single
20,80,1200,Male,Inner Regional Australia,21,2018,12,Single
19,80,1176,Male,Major Cities of Australia,39,2018,12,Single
18,60,1080,Male,Major Cities of Australia,33,2018,12,Single
18,50,1080,Female,Major Cities of Australia,52,2018,12,Single
19,100,1140,Female,Inner Regional Australia,51,2018,12,Single
21,50,1260,Male,Outer Regional Australia,48,2018,12,Single
20,60,1245,Male,Inner Regional Australia,43,2018,12,Multiple
18,100,1106,Male,Inner Regional Australia,65,2018,12,Multiple
18,50,1115,Female,Major Cities of Australia,70,2018,12,Single
20,50,1258,Female,Major Cities of Australia,74,2018,12,Single
12,60,720,Male,Major Cities of Australia,51,2018,12,Multiple
21,100,1308,Male,Inner Regional Australia,12,2018,11,Multiple
20,80,1214,Female,Inner Regional Australia,20,2018,11,Multiple
2,90,124,Male,Major Cities of Australia,22,2018,11,Single
2,60,128,Male,Major Cities of Australia,20,2018,11,Multiple
0,50,0,Male,Outer Regional Australia,20,2018,11,Single
1,100,60,Male,Inner Regional Australia,26,2018,11,Single
21,100,1308,Female,Inner Regional Australia,37,2018,11,Multiple
2,100,140,Male,Major Cities of Australia,37,2018,11,Multiple
5,50,312,Male,Major Cities of Australia,28,2018,11,Single
18,80,1080,Male,Very Remote Australia,29,2018,11,Single
0,100,8,Male,Inner Regional Australia,44,2018,11,Multiple
19,110,1145,Male,Outer Regional Australia,58,2018,11,Single
19,110,1145,Male,Outer Regional Australia,45,2018,11,Single
5,110,300,Male,Remote Australia,42,2018,11,Single
5,60,335,Male,Major Cities of Australia,25,2018,11,Multiple
22,110,1350,Male,Inner Regional Australia,27,2018,11,Multiple
4,100,240,Male,Inner Regional Australia,33,2018,11,Single
3,100,215,Male,Inner Regional Australia,39,2018,11,Multiple
1,90,70,Male,Inner Regional Australia,62,2018,11,Single
23,100,1380,Male,Major Cities of Australia,57,2018,11,Single
19,50,1140,Male,Major Cities of Australia,41,2018,11,Single
19,100,1140,Male,Inner Regional Australia,43,2018,11,Single
9,100,540,Male,Remote Australia,76,2018,11,Single
15,110,914,Male,Major Cities of Australia,83,2018,11,Multiple
9,60,580,Male,Major Cities of Australia,84,2018,11,Single
11,110,661,Female,Inner Regional Australia,20,2018,11,Multiple
15,80,930,Female,Outer Regional Australia,23,2018,11,Single
15,80,900,Male,Major Cities of Australia,26,2018,11,Multiple
16,100,975,Male,Inner Regional Australia,29,2018,11,Single
9,60,572,Male,Major Cities of Australia,37,2018,11,Single
11,100,705,Male,Outer Regional Australia,63,2018,11,Single
11,80,715,Female,Inner Regional Australia,61,2018,11,Single
16,100,970,Female,Outer Regional Australia,54,2018,11,Single
8,70,510,Male,Outer Regional Australia,61,2018,11,Single
14,100,840,Male,Outer Regional Australia,51,2018,11,Single
15,60,900,Female,Major Cities of Australia,52,2018,11,Multiple
15,100,900,Male,Inner Regional Australia,64,2018,11,Single
10,60,653,Male,Major Cities of Australia,55,2018,11,Multiple
13,60,790,Male,Major Cities of Australia,59,2018,11,Single
14,60,862,Male,Major Cities of Australia,71,2018,11,Multiple
13,80,783,Male,Inner Regional Australia,72,2018,11,Single
6,110,392,Male,Inner Regional Australia,34,2018,11,Single
6,110,392,Male,Inner Regional Australia,43,2018,11,Single
8,80,517,Male,Inner Regional Australia,68,2018,11,Multiple
14,100,855,Female,Outer Regional Australia,80,2018,11,Multiple
14,100,855,Male,Outer Regional Australia,87,2018,11,Multiple
9,60,550,Male,Major Cities of Australia,14,2018,11,Multiple
17,50,1035,Male,Outer Regional Australia,16,2018,11,Single
15,70,900,Male,Major Cities of Australia,19,2018,11,Single
16,100,1000,Male,Inner Regional Australia,17,2018,11,Multiple
16,100,1000,Female,Inner Regional Australia,18,2018,11,Multiple
6,110,360,Female,Remote Australia,19,2018,11,Single
7,100,459,Male,Outer Regional Australia,20,2018,11,Single
8,110,480,Female,Outer Regional Australia,19,2018,11,Multiple
15,100,900,Female,Inner Regional Australia,18,2018,11,Multiple
6,80,410,Male,Major Cities of Australia,28,2018,11,Multiple
13,110,835,Female,Outer Regional Australia,28,2018,11,Single
6,110,392,Male,Inner Regional Australia,26,2018,11,Single
16,60,1009,Male,Major Cities of Australia,29,2018,11,Multiple
11,100,670,Male,Very Remote Australia,35,2018,11,Single
16,110,960,Female,Inner Regional Australia,32,2018,11,Multiple
23,50,1425,Male,Major Cities of Australia,42,2018,11,Single
23,50,1425,Male,Major Cities of Australia,41,2018,11,Single
6,100,360,Male,Major Cities of Australia,44,2018,11,Multiple
13,80,825,Male,Major Cities of Australia,53,2018,11,Multiple
9,130,570,Male,Very Remote Australia,58,2018,11,Single
13,100,810,Male,Outer Regional Australia,62,2018,11,Single
8,110,495,Female,Inner Regional Australia,53,2018,11,Multiple
9,80,560,Male,Inner Regional Australia,71,2018,11,Multiple
15,110,945,Male,Inner Regional Australia,71,2018,11,Single
7,100,420,Female,Inner Regional Australia,12,2018,11,Multiple
7,100,420,Female,Inner Regional Australia,46,2018,11,Multiple
17,100,1060,Male,Inner Regional Australia,26,2018,11,Single
5,110,300,Male,Very Remote Australia,46,2018,11,Single
23,80,1385,Male,Major Cities of Australia,21,2018,11,Single
23,80,1380,Male,Major Cities of Australia,18,2018,11,Single
21,70,1260,Male,Major Cities of Australia,27,2018,11,Single
18,60,1107,Female,Major Cities of Australia,8,2018,11,Single
19,50,1185,Male,Major Cities of Australia,18,2018,11,Single
18,70,1120,Female,Major Cities of Australia,77,2018,11,Single
10,60,625,Male,Major Cities of Australia,92,2018,11,Single
16,60,1000,Male,Major Cities of Australia,79,2018,11,Single
20,40,1255,Male,Major Cities of Australia,73,2018,11,Single
22,80,1362,Male,Major Cities of Australia,65,2018,11,Multiple
16,60,980,Male,Major Cities of Australia,70,2018,11,Single
11,70,671,Male,Major Cities of Australia,87,2018,11,Multiple
18,100,1135,Male,Inner Regional Australia,82,2018,11,Single
4,60,240,Female,Major Cities of Australia,60,2018,11,Single
21,100,1290,Male,Remote Australia,45,2018,11,Single
18,50,1110,Male,Major Cities of Australia,47,2018,11,Single
5,100,326,Male,Inner Regional Australia,65,2018,11,Single
18,60,1080,Male,Outer Regional Australia,66,2018,11,Single
23,80,1415,Male,Major Cities of Australia,51,2018,11,Multiple
19,80,1140,Male,Inner Regional Australia,60,2018,11,Single
1,80,60,Male,Major Cities of Australia,32,2018,11,Multiple
9,100,540,Male,Outer Regional Australia,82,2018,11,Single
14,60,856,Female,Major Cities of Australia,28,2018,11,Multiple
13,50,795,Male,Major Cities of Australia,28,2018,11,Single
22,110,1360,Male,Inner Regional Australia,19,2018,10,Single
5,80,321,Female,Major Cities of Australia,25,2018,10,Single
20,80,1258,Male,Major Cities of Australia,22,2018,10,Multiple
5,100,320,Male,Outer Regional Australia,25,2018,10,Single
5,50,330,Female,Major Cities of Australia,17,2018,10,Single
23,100,1380,Male,Remote Australia,31,2018,10,Single
19,50,1170,Male,Outer Regional Australia,36,2018,10,Single
0,100,50,Male,Outer Regional Australia,27,2018,10,Single
21,100,1260,Male,Very Remote Australia,31,2018,10,Multiple
4,110,260,Male,Outer Regional Australia,49,2018,10,Single
23,100,1410,Male,Inner Regional Australia,36,2018,10,Single
22,100,1320,Male,Inner Regional Australia,19,2018,10,Single
23,110,1380,Male,Inner Regional Australia,34,2018,10,Single
21,110,1290,Female,Remote Australia,33,2018,10,Single
21,110,1290,Male,Remote Australia,39,2018,10,Single
20,100,1230,Male,Inner Regional Australia,49,2018,10,Single
21,110,1290,Male,Remote Australia,45,2018,10,Single
10,100,645,Male,Outer Regional Australia,75,2018,10,Multiple
13,100,795,Female,Inner Regional Australia,17,2018,10,Multiple
7,60,425,Male,Major Cities of Australia,18,2018,10,Single
6,50,401,Male,Outer Regional Australia,22,2018,10,Single
9,110,570,Male,Remote Australia,35,2018,10,Single
6,110,360,Male,Very Remote Australia,37,2018,10,Single
13,100,792,Female,Outer Regional Australia,28,2018,10,Single
15,60,950,Female,Major Cities of Australia,26,2018,10,Multiple
14,80,860,Male,Outer Regional Australia,32,2018,10,Multiple
10,100,645,Female,Outer Regional Australia,41,2018,10,Multiple
12,80,744,Female,Inner Regional Australia,49,2018,10,Single
11,100,695,Male,Inner Regional Australia,62,2018,10,Multiple
12,80,720,Male,Outer Regional Australia,51,2018,10,Single
15,110,951,Female,Outer Regional Australia,73,2018,10,Multiple
14,80,840,Female,Major Cities of Australia,72,2018,10,Multiple
12,100,770,Male,Inner Regional Australia,68,2018,10,Single
10,70,635,Male,Inner Regional Australia,38,2018,10,Single
17,100,1020,Male,Outer Regional Australia,75,2018,10,Single
10,60,606,Female,Major Cities of Australia,97,2018,10,Multiple
11,100,660,Male,Outer Regional Australia,94,2018,10,Single
17,60,1065,Female,Major Cities of Australia,86,2018,10,Single
9,100,540,Female,Inner Regional Australia,83,2018,10,Multiple
9,50,540,Female,Inner Regional Australia,76,2018,10,Multiple
15,100,930,Female,Inner Regional Australia,7,2018,10,Multiple
10,100,655,Female,Inner Regional Australia,13,2018,10,Single
16,90,960,Female,Inner Regional Australia,14,2018,10,Multiple
5,80,330,Male,Major Cities of Australia,36,2018,10,Single
9,100,540,Female,Inner Regional Australia,17,2018,10,Multiple
15,100,930,Male,Inner Regional Australia,25,2018,10,Single
10,110,600,Female,Very Remote Australia,23,2018,10,Single
15,80,930,Female,Inner Regional Australia,27,2018,10,Single
16,60,972,Male,Inner Regional Australia,28,2018,10,Multiple
11,110,700,Female,Inner Regional Australia,27,2018,10,Single
7,60,425,Male,Major Cities of Australia,28,2018,10,Multiple
15,110,930,Female,Remote Australia,37,2018,10,Single
9,100,560,Male,Inner Regional Australia,33,2018,10,Single
15,80,900,Male,Inner Regional Australia,62,2018,10,Multiple
15,60,945,Male,Major Cities of Australia,50,2018,10,Multiple
9,100,565,Male,Outer Regional Australia,62,2018,10,Multiple
9,100,540,Female,Inner Regional Australia,44,2018,10,Multiple
15,70,944,Male,Major Cities of Australia,43,2018,10,Multiple
14,80,885,Male,Major Cities of Australia,42,2018,10,Multiple
12,60,743,Male,Major Cities of Australia,63,2018,10,Multiple
14,100,887,Female,Inner Regional Australia,42,2018,10,Multiple
6,80,360,Male,Major Cities of Australia,45,2018,10,Multiple
13,110,780,Male,Outer Regional Australia,72,2018,10,Single
12,80,730,Male,Major Cities of Australia,74,2018,10,Multiple
10,80,650,Female,Major Cities of Australia,74,2018,10,Single
1,100,60,Male,Outer Regional Australia,18,2018,10,Single
13,50,825,Male,Major Cities of Australia,79,2018,10,Single
16,60,990,Female,Major Cities of Australia,69,2018,10,Single
22,60,1365,Male,Remote Australia,44,2018,10,Single
19,110,1140,Male,Very Remote Australia,69,2018,10,Single
21,110,1290,Male,Remote Australia,46,2018,10,Single
21,50,1260,Female,Inner Regional Australia,51,2018,10,Multiple
10,50,649,Female,Major Cities of Australia,93,2018,10,Multiple
1,60,60,Male,Major Cities of Australia,15,2018,9,Multiple
19,60,1182,Female,Major Cities of Australia,17,2018,9,Multiple
19,60,1182,Female,Major Cities of Australia,23,2018,9,Multiple
20,110,1222,Male,Inner Regional Australia,20,2018,9,Multiple
22,100,1350,Male,Outer Regional Australia,20,2018,9,Single
22,80,1369,Male,Inner Regional Australia,20,2018,9,Single
0,100,0,Female,Outer Regional Australia,37,2018,9,Single
3,60,180,Male,Inner Regional Australia,28,2018,9,Single
4,60,240,Male,Major Cities of Australia,37,2018,9,Single
22,100,1320,Male,Outer Regional Australia,35,2018,9,Multiple
22,100,1320,Male,Outer Regional Australia,26,2018,9,Multiple
20,80,1254,Female,Inner Regional Australia,45,2018,9,Single
3,110,180,Male,Very Remote Australia,49,2018,9,Single
4,90,240,Female,Inner Regional Australia,50,2018,9,Single
19,110,1188,Male,Very Remote Australia,47,2018,9,Multiple
19,100,1140,Male,Remote Australia,58,2018,9,Single
21,110,1275,Male,Very Remote Australia,45,2018,9,Single
21,100,1290,Male,Major Cities of Australia,22,2018,9,Single
0,100,44,Male,Inner Regional Australia,20,2018,9,Single
18,80,1100,Male,Major Cities of Australia,38,2018,9,Multiple
22,80,1320,Male,Major Cities of Australia,37,2018,9,Multiple
5,80,350,Male,Inner Regional Australia,37,2018,9,Single
23,80,1385,Male,Major Cities of Australia,27,2018,9,Multiple
1,100,91,Male,Inner Regional Australia,31,2018,9,Single
5,50,345,Male,Major Cities of Australia,32,2018,9,Single
18,70,1080,Male,Major Cities of Australia,61,2018,9,Multiple
1,60,114,Male,Inner Regional Australia,48,2018,9,Multiple
22,100,1320,Male,Outer Regional Australia,42,2018,9,Single
18,60,1110,Male,Major Cities of Australia,66,2018,9,Multiple
11,100,687,Male,Outer Regional Australia,77,2018,9,Single
12,110,765,Male,Outer Regional Australia,76,2018,9,Multiple
7,130,420,Male,Very Remote Australia,16,2018,9,Single
7,130,420,Male,Very Remote Australia,15,2018,9,Single
14,100,840,Male,Outer Regional Australia,23,2018,9,Single
16,70,1000,Male,Major Cities of Australia,19,2018,9,Single
17,100,1035,Male,Outer Regional Australia,18,2018,9,Single
13,100,795,Female,Inner Regional Australia,25,2018,9,Single
16,110,988,Male,Outer Regional Australia,23,2018,9,Single
8,110,510,Male,Outer Regional Australia,29,2018,9,Multiple
12,110,733,Male,Very Remote Australia,28,2018,9,Single
10,80,620,Male,Inner Regional Australia,37,2018,9,Single
17,50,1025,Male,Inner Regional Australia,44,2018,9,Single
11,100,703,Male,Outer Regional Australia,54,2018,9,Single
11,100,660,Male,Outer Regional Australia,43,2018,9,Single
11,100,660,Male,Very Remote Australia,56,2018,9,Single
11,80,680,Male,Inner Regional Australia,53,2018,9,Multiple
14,50,855,Male,Major Cities of Australia,46,2018,9,Single
10,110,620,Male,Remote Australia,74,2018,9,Multiple
11,100,675,Male,Inner Regional Australia,83,2018,9,Single
13,80,792,Female,Outer Regional Australia,77,2018,9,Multiple
14,110,840,Female,Outer Regional Australia,77,2018,9,Single
13,110,830,Male,Outer Regional Australia,76,2018,9,Multiple
13,110,830,Female,Outer Regional Australia,78,2018,9,Multiple
10,60,646,Female,Major Cities of Australia,80,2018,9,Multiple
12,100,723,Male,Inner Regional Australia,82,2018,9,Multiple
12,50,770,Male,Major Cities of Australia,92,2018,9,Single
13,80,792,Male,Major Cities of Australia,75,2018,9,Multiple
10,100,620,Female,Inner Regional Australia,72,2018,9,Single
14,50,840,Male,Major Cities of Australia,24,2018,9,Single
13,100,780,Female,Inner Regional Australia,8,2018,9,Multiple
18,50,1080,Male,Major Cities of Australia,37,2018,9,Single
14,110,855,Male,Inner Regional Australia,16,2018,9,Single
14,110,855,Male,Inner Regional Australia,16,2018,9,Single
17,100,1020,Female,Major Cities of Australia,25,2018,9,Single
16,110,995,Male,Inner Regional Australia,18,2018,9,Single
11,110,660,Male,Outer Regional Australia,20,2018,9,Single
16,90,994,Female,Major Cities of Australia,21,2018,9,Multiple
7,110,422,Male,Remote Australia,18,2018,9,Single
15,100,950,Female,Outer Regional Australia,19,2018,9,Multiple
21,50,1275,Male,Inner Regional Australia,38,2018,9,Single
7,100,420,Male,Outer Regional Australia,31,2018,9,Single
8,100,480,Female,Inner Regional Australia,49,2018,9,Single
12,100,755,Male,Inner Regional Australia,44,2018,9,Single
14,100,858,Male,Inner Regional Australia,52,2018,9,Multiple
15,100,905,Female,Outer Regional Australia,48,2018,9,Single
15,100,920,Male,Inner Regional Australia,59,2018,9,Multiple
15,100,920,Male,Inner Regional Australia,48,2018,9,Multiple
15,80,927,Male,Inner Regional Australia,43,2018,9,Single
7,100,420,Male,Outer Regional Australia,40,2018,9,Multiple
7,100,420,Male,Outer Regional Australia,62,2018,9,Multiple
14,100,860,Male,Outer Regional Australia,59,2018,9,Multiple
7,50,440,Female,Major Cities of Australia,49,2018,9,Single
16,110,960,Female,Outer Regional Australia,58,2018,9,Single
12,100,760,Male,Inner Regional Australia,65,2018,9,Single
15,100,950,Male,Outer Regional Australia,67,2018,9,Multiple
10,100,600,Female,Outer Regional Australia,74,2018,9,Single
13,100,780,Male,Inner Regional Australia,52,2018,9,Multiple
21,90,1276,Male,Major Cities of Australia,22,2018,9,Single
22,80,1323,Female,Major Cities of Australia,27,2018,9,Single
19,100,1140,Male,Outer Regional Australia,25,2018,9,Single
4,50,250,Male,Inner Regional Australia,43,2018,9,Single
7,60,420,Male,Major Cities of Australia,32,2018,9,Single
12,50,746,Male,Inner Regional Australia,86,2018,9,Single
14,60,855,Female,Major Cities of Australia,20,2018,9,Single
9,60,570,Female,Inner Regional Australia,9,2018,9,Single
7,100,439,Male,Major Cities of Australia,34,2018,9,Multiple
9,50,570,Male,Inner Regional Australia,61,2018,9,Multiple
23,60,1380,Male,Major Cities of Australia,23,2018,9,Single
23,110,1395,Male,Outer Regional Australia,27,2018,9,Single
4,80,260,Male,Inner Regional Australia,19,2018,9,Single
22,60,1365,Male,Major Cities of Australia,69,2018,9,Multiple
1,60,112,Female,Major Cities of Australia,32,2018,9,Multiple
11,110,660,Male,Very Remote Australia,76,2018,9,Single
23,110,1420,Female,Remote Australia,10,2018,8,Multiple
19,100,1140,Male,Very Remote Australia,24,2018,8,Single
19,70,1155,Male,Major Cities of Australia,21,2018,8,Multiple
18,100,1100,Male,Inner Regional Australia,22,2018,8,Multiple
18,100,1100,Female,Inner Regional Australia,20,2018,8,Multiple
23,90,1419,Female,Very Remote Australia,39,2018,8,Single
23,90,1419,Female,Very Remote Australia,36,2018,8,Single
19,80,1190,Male,Major Cities of Australia,38,2018,8,Single
23,110,1420,Female,Remote Australia,26,2018,8,Multiple
18,50,1105,Male,Major Cities of Australia,37,2018,8,Multiple
18,60,1106,Male,Major Cities of Australia,10,2018,8,Single
5,100,300,Female,Major Cities of Australia,31,2018,8,Multiple
4,110,264,Male,Outer Regional Australia,30,2018,8,Multiple
4,110,264,Male,Outer Regional Australia,30,2018,8,Multiple
2,50,120,Male,Major Cities of Australia,34,2018,8,Single
0,80,50,Male,Inner Regional Australia,12,2018,8,Single
19,110,1140,Male,Outer Regional Australia,54,2018,8,Multiple
23,100,1380,Male,Outer Regional Australia,59,2018,8,Multiple
1,70,90,Female,Remote Australia,16,2018,8,Single
21,60,1280,Male,Major Cities of Australia,19,2018,8,Multiple
23,70,1400,Male,Major Cities of Australia,20,2018,8,Single
22,60,1375,Male,Outer Regional Australia,22,2018,8,Single
4,80,255,Male,Inner Regional Australia,25,2018,8,Single
19,80,1160,Female,Major Cities of Australia,24,2018,8,Multiple
18,100,1080,Male,Outer Regional Australia,39,2018,8,Single
5,100,356,Male,Major Cities of Australia,37,2018,8,Single
22,60,1320,Male,Major Cities of Australia,34,2018,8,Multiple
18,50,1095,Male,Major Cities of Australia,64,2018,8,Single
2,70,179,Male,Major Cities of Australia,42,2018,8,Single
11,100,710,Male,Inner Regional Australia,20,2018,8,Multiple
13,100,810,Male,Inner Regional Australia,17,2018,8,Single
7,100,465,Male,Major Cities of Australia,31,2018,8,Single
9,40,598,Female,Major Cities of Australia,27,2018,8,Multiple
11,100,660,Male,Outer Regional Australia,56,2018,8,Multiple
14,80,872,Male,Inner Regional Australia,62,2018,8,Single
13,100,805,Male,Outer Regional Australia,53,2018,8,Multiple
12,110,753,Male,Remote Australia,58,2018,8,Single
17,110,1020,Female,Very Remote Australia,59,2018,8,Single
15,80,945,Female,Inner Regional Australia,60,2018,8,Single
17,110,1020,Female,Very Remote Australia,65,2018,8,Single
17,100,1020,Male,Inner Regional Australia,77,2018,8,Multiple
12,100,770,Male,Outer Regional Australia,82,2018,8,Single
13,70,830,Female,Major Cities of Australia,88,2018,8,Multiple
10,100,635,Male,Inner Regional Australia,92,2018,8,Multiple
10,100,635,Female,Inner Regional Australia,86,2018,8,Multiple
16,100,960,Male,Outer Regional Australia,14,2018,8,Single
11,110,690,Female,Outer Regional Australia,24,2018,8,Multiple
11,110,690,Female,Outer Regional Australia,24,2018,8,Multiple
16,110,990,Male,Very Remote Australia,21,2018,8,Single
17,100,1048,Male,Inner Regional Australia,18,2018,8,Single
11,70,680,Male,Major Cities of Australia,25,2018,8,Multiple
10,100,615,Female,Outer Regional Australia,24,2018,8,Single
15,100,905,Female,Inner Regional Australia,32,2018,8,Multiple
14,100,840,Male,Outer Regional Australia,34,2018,8,Multiple
15,50,900,Male,Major Cities of Australia,38,2018,8,Single
14,60,840,Male,Major Cities of Australia,37,2018,8,Multiple
15,100,900,Male,Outer Regional Australia,37,2018,8,Single
7,100,420,Male,Outer Regional Australia,35,2018,8,Multiple
18,100,1080,Male,Inner Regional Australia,54,2018,8,Single
6,60,410,Male,Major Cities of Australia,36,2018,8,Multiple
10,110,655,Male,Very Remote Australia,49,2018,8,Single
13,100,780,Female,Very Remote Australia,52,2018,8,Multiple
6,80,360,Male,Inner Regional Australia,46,2018,8,Multiple
10,100,600,Male,Outer Regional Australia,56,2018,8,Multiple
16,70,1005,Male,Major Cities of Australia,43,2018,8,Multiple
10,80,600,Male,Inner Regional Australia,44,2018,8,Multiple
14,110,890,Female,Outer Regional Australia,59,2018,8,Multiple
14,110,890,Female,Outer Regional Australia,54,2018,8,Multiple
8,100,510,Male,Outer Regional Australia,41,2018,8,Multiple
12,100,720,Female,Outer Regional Australia,50,2018,8,Multiple
17,100,1020,Female,Major Cities of Australia,48,2018,8,Multiple
10,100,630,Female,Outer Regional Australia,53,2018,8,Single
11,60,660,Male,Outer Regional Australia,51,2018,8,Single
9,100,540,Male,Inner Regional Australia,44,2018,8,Multiple
15,80,940,Male,Major Cities of Australia,57,2018,8,Multiple
9,80,555,Male,Inner Regional Australia,64,2018,8,Multiple
12,100,720,Male,Major Cities of Australia,45,2018,8,Single
8,60,480,Male,Outer Regional Australia,66,2018,8,Multiple
12,100,720,Male,Outer Regional Australia,69,2018,8,Multiple
13,100,780,Female,Outer Regional Australia,69,2018,8,Single
16,80,990,Male,Inner Regional Australia,39,2018,8,Multiple
19,60,1158,Male,Major Cities of Australia,37,2018,8,Single
21,60,1276,Female,Major Cities of Australia,60,2018,8,Single
14,50,840,Male,Major Cities of Australia,89,2018,8,Single
11,70,672,Male,Major Cities of Australia,82,2018,8,Single
16,50,960,Female,Inner Regional Australia,76,2018,8,Single
16,60,1010,Male,Major Cities of Australia,16,2018,8,Single
17,50,1025,Female,Major Cities of Australia,74,2018,8,Single
6,60,360,Female,Major Cities of Australia,76,2018,8,Single
17,60,1020,Male,Major Cities of Australia,68,2018,8,Multiple
18,70,1100,Male,Major Cities of Australia,26,2018,8,Single
21,100,1290,Male,Outer Regional Australia,36,2018,8,Single
4,80,270,Male,Major Cities of Australia,72,2018,8,Multiple
18,60,1086,Male,Major Cities of Australia,37,2018,8,Multiple
22,60,1325,Male,Inner Regional Australia,48,2018,8,Multiple
17,100,1020,Male,Remote Australia,14,2018,8,Single
12,90,720,Male,Inner Regional Australia,66,2018,8,Single
17,50,1020,Male,Major Cities of Australia,38,2018,8,Single
14,100,840,Male,Outer Regional Australia,72,2018,8,Multiple
14,100,840,Female,Outer Regional Australia,71,2018,8,Multiple
0,80,1,Female,Major Cities of Australia,10,2018,7,Multiple
0,80,1,Male,Major Cities of Australia,4,2018,7,Multiple
4,90,278,Male,Major Cities of Australia,22,2018,7,Single
0,50,0,Male,Major Cities of Australia,17,2018,7,Single
20,100,1200,Male,Outer Regional Australia,25,2018,7,Single
2,100,147,Male,Inner Regional Australia,24,2018,7,Single
0,100,0,Male,Remote Australia,20,2018,7,Single
20,80,1200,Male,Inner Regional Australia,22,2018,7,Single
22,80,1336,Male,Major Cities of Australia,32,2018,7,Single
19,60,1140,Female,Major Cities of Australia,33,2018,7,Multiple
4,80,295,Male,Outer Regional Australia,36,2018,7,Single
1,100,85,Female,Outer Regional Australia,33,2018,7,Single
19,60,1140,Male,Major Cities of Australia,41,2018,7,Multiple
18,100,1080,Male,Inner Regional Australia,47,2018,7,Multiple
2,60,160,Female,Major Cities of Australia,87,2018,7,Multiple
20,50,1230,Male,Inner Regional Australia,23,2018,7,Multiple
21,60,1260,Male,Outer Regional Australia,22,2018,7,Single
23,60,1429,Male,Major Cities of Australia,23,2018,7,Single
22,110,1325,Male,Remote Australia,28,2018,7,Multiple
0,80,29,Male,Major Cities of Australia,30,2018,7,Multiple
5,100,315,Male,Inner Regional Australia,35,2018,7,Multiple
22,80,1320,Male,Outer Regional Australia,41,2018,7,Single
18,80,1080,Male,Remote Australia,50,2018,7,Single
18,110,1090,Female,Very Remote Australia,42,2018,7,Single
17,90,1065,Male,Major Cities of Australia,95,2018,7,Multiple
9,80,570,Male,Major Cities of Australia,4,2018,7,Multiple
10,70,600,Male,Major Cities of Australia,32,2018,7,Multiple
10,100,630,Male,Outer Regional Australia,35,2018,7,Multiple
6,80,360,Male,Outer Regional Australia,30,2018,7,Single
12,60,745,Male,Major Cities of Australia,57,2018,7,Multiple
15,50,935,Female,Major Cities of Australia,57,2018,7,Single
9,70,553,Female,Major Cities of Australia,45,2018,7,Multiple
10,50,620,Male,Outer Regional Australia,73,2018,7,Multiple
12,100,720,Male,Inner Regional Australia,82,2018,7,Single
7,50,420,Male,Inner Regional Australia,88,2018,7,Single
13,50,825,Female,Major Cities of Australia,89,2018,7,Single
16,60,990,Male,Major Cities of Australia,81,2018,7,Multiple
9,80,595,Male,Inner Regional Australia,71,2018,7,Multiple
0,70,10,Male,Major Cities of Australia,26,2018,7,Multiple
12,100,740,Male,Outer Regional Australia,24,2018,7,Single
16,110,1005,Male,Major Cities of Australia,19,2018,7,Multiple
16,90,964,Male,Inner Regional Australia,23,2018,7,Multiple
21,70,1265,Female,Remote Australia,33,2018,7,Single
17,60,1020,Female,Inner Regional Australia,30,2018,7,Single
14,80,896,Male,Inner Regional Australia,26,2018,7,Single
8,60,523,Female,Major Cities of Australia,26,2018,7,Multiple
14,60,840,Male,Inner Regional Australia,34,2018,7,Single
12,100,720,Male,Inner Regional Australia,28,2018,7,Single
12,100,720,Female,Inner Regional Australia,26,2018,7,Single
17,110,1020,Male,Very Remote Australia,27,2018,7,Single
17,100,1020,Male,Outer Regional Australia,37,2018,7,Single
16,80,1000,Male,Major Cities of Australia,42,2018,7,Multiple
12,70,755,Male,Inner Regional Australia,52,2018,7,Single
11,100,686,Female,Inner Regional Australia,60,2018,7,Single
12,110,777,Male,Inner Regional Australia,49,2018,7,Multiple
11,80,660,Male,Inner Regional Australia,50,2018,7,Single
8,100,490,Male,Inner Regional Australia,53,2018,7,Multiple
3,100,180,Female,Outer Regional Australia,41,2018,7,Single
14,100,870,Female,Inner Regional Australia,55,2018,7,Multiple
16,110,1005,Male,Major Cities of Australia,52,2018,7,Multiple
12,60,720,Male,Major Cities of Australia,43,2018,7,Multiple
0,70,10,Male,Major Cities of Australia,48,2018,7,Multiple
17,110,1020,Male,Remote Australia,57,2018,7,Single
11,100,660,Male,Very Remote Australia,49,2018,7,Single
9,100,560,Male,Outer Regional Australia,72,2018,7,Multiple
17,60,1030,Male,Major Cities of Australia,73,2018,7,Multiple
14,100,840,Female,Remote Australia,71,2018,7,Single
11,100,660,Male,Inner Regional Australia,68,2018,7,Single
7,100,420,Male,Inner Regional Australia,69,2018,7,Single
